Month,Mean Pressure(hPa),Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Relative Humidity(%),Mean Amount of Cloud(%),Total Bright Sunshine(hours),Mean Wind Speed(km/h),Total Rainfall(mm),rain_tmr_mm,rain_tmr_class
7,1008.5,33.1,30.0,28.5,80,70,6.2,17.0,2.9,22.6,1
7,1009.6,32.3,29.9,27.0,80,74,7.1,16.0,22.6,0.2,0
7,1009.8,33.8,30.6,28.8,75,77,9.1,15.0,0.2,0.0,0
7,1007.9,33.5,30.2,28.1,76,78,11.1,11.0,0.0,34.5,1
7,1004.7,32.1,29.2,26.7,81,79,4.4,41.0,34.5,19.5,1
7,1003.9,29.0,27.6,26.3,88,88,0.3,49.0,19.5,6.5,1
7,1007.3,31.7,28.7,26.9,86,85,6.6,27.0,6.5,11.1,1
7,1008.1,32.2,28.9,26.4,85,81,9.0,12.0,11.1,0.0,0
7,1005.5,32.7,29.7,27.8,75,73,5.0,5.0,0.0,35.7,1
7,1002.6,33.2,29.4,26.2,79,53,8.1,16.0,35.7,0.0,0
7,999.7,32.9,30.6,29.2,79,60,10.8,39.0,0.0,7.3,1
7,1001.4,31.0,29.8,27.9,83,88,1.4,37.0,7.3,6.2,1
7,1005.7,33.5,29.9,27.3,77,82,7.9,17.0,6.2,6.7,1
7,1008.8,30.3,28.4,26.0,87,87,4.8,19.0,6.7,25.5,1
7,1008.8,30.6,27.9,25.9,90,75,5.1,17.0,25.5,0.0,0
7,1006.3,33.2,29.6,27.2,77,40,11.7,10.0,0.0,0.0,0
7,1005.3,34.2,30.0,27.5,76,52,8.8,6.0,0.0,0.0,0
7,1005.1,33.6,30.4,28.1,78,34,10.5,8.0,0.0,0.0,0
7,1003.0,33.6,30.8,28.7,75,16,10.9,19.0,0.0,5.9,1
8,1001.0,34.6,30.2,25.9,78,39,10.6,22.0,5.9,10.7,1
8,1001.4,32.8,29.7,26.1,79,47,10.7,16.0,10.7,39.3,1
8,1001.9,32.3,29.3,26.1,82,60,9.7,13.0,39.3,12.0,1
8,1002.4,32.7,30.2,27.2,81,72,6.9,12.0,12.0,21.1,1
8,1003.4,30.7,29.2,27.3,86,73,2.0,10.0,21.1,36.5,1
8,1003.6,31.1,28.1,26.1,87,83,3.2,12.0,36.5,14.5,1
8,1003.3,31.0,29.0,26.7,85,87,5.0,21.0,14.5,0.0,0
8,1003.0,32.3,29.9,28.1,78,57,11.0,20.0,0.0,0.0,0
8,1004.4,32.0,30.1,28.8,77,72,7.7,25.0,0.0,5.1,1
8,1004.7,32.4,29.8,27.5,78,74,7.3,27.0,5.1,0.0,0
8,1003.3,32.1,29.9,28.5,80,78,6.1,22.0,0.0,102.9,1
8,1002.1,31.9,28.9,25.2,85,88,3.4,23.0,102.9,166.1,1
8,1003.5,28.8,26.0,24.3,96,93,0.0,16.0,166.1,0.5,0
8,1008.0,30.7,28.1,25.4,85,79,3.3,18.0,0.5,0.0,0
8,1010.1,32.4,29.2,26.7,78,53,10.9,13.0,0.0,0.0,0
8,1008.6,31.9,29.3,27.9,79,65,9.0,23.0,0.0,0.0,0
8,1007.3,31.9,29.3,27.3,78,49,11.2,20.0,0.0,0.0,0
8,1008.2,32.4,29.6,27.7,76,76,10.7,22.0,0.0,42.1,1
8,1008.7,31.3,27.4,24.6,86,93,2.0,26.0,42.1,88.8,1
8,1010.4,26.5,24.7,22.9,95,88,0.0,6.0,88.8,0.1,0
8,1010.7,30.7,26.9,23.9,86,68,5.4,8.0,0.1,0.0,0
8,1010.6,31.9,28.5,26.6,81,61,4.9,6.0,0.0,0.0,0
8,1009.8,32.2,29.1,27.2,78,51,6.3,8.0,0.0,0.0,0
8,1009.7,33.2,29.1,26.9,76,40,9.2,8.0,0.0,0.0,0
8,1010.1,34.1,29.9,27.3,77,40,11.2,11.0,0.0,0.0,0
8,1010.6,34.2,30.1,27.9,76,40,10.3,18.0,0.0,0.7,0
8,1010.1,31.7,29.4,28.2,78,77,2.7,37.0,0.7,0.3,0
8,1012.1,32.1,29.5,28.1,81,79,5.7,22.0,0.3,0.0,0
8,1012.5,34.1,30.1,27.5,75,53,10.9,14.0,0.0,0.0,0
8,1011.1,34.0,30.1,27.8,75,60,11.0,16.0,0.0,1.6,1
8,1009.7,31.2,29.1,28.2,83,84,3.7,20.0,1.6,2.2,1
9,1010.5,32.7,29.5,27.1,80,57,9.2,11.0,2.2,0.0,0
9,1010.8,32.2,29.4,27.4,75,36,9.1,7.0,0.0,0.0,0
9,1009.3,32.8,29.8,27.6,75,33,10.9,20.0,0.0,6.7,1
9,1006.9,31.6,29.2,27.4,77,51,5.8,10.0,6.7,0.0,0
9,1007.2,32.7,29.7,27.9,80,65,7.1,21.0,0.0,0.0,0
9,1007.7,33.6,29.9,27.7,75,52,10.7,18.0,0.0,0.6,0
9,1007.5,32.9,29.8,28.3,79,79,4.6,33.0,0.6,3.0,1
9,1007.0,31.0,29.1,27.5,83,86,1.8,18.0,3.0,0.0,0
9,1007.9,32.5,29.7,28.0,76,52,9.7,10.0,0.0,0.0,0
9,1008.1,33.9,30.0,28.1,75,59,8.3,8.0,0.0,0.0,0
9,1008.0,34.1,30.3,28.1,75,73,8.7,14.0,0.0,32.1,1
9,1006.3,31.6,28.0,26.1,88,86,2.0,32.0,32.1,6.2,1
9,1006.0,32.1,29.0,26.9,85,65,8.9,18.0,6.2,0.5,0
9,1006.1,33.4,29.8,27.6,80,46,9.8,14.0,0.5,17.6,1
9,1001.8,33.2,29.2,26.4,79,75,5.8,41.0,17.6,51.6,1
9,1003.6,28.8,27.3,26.2,89,87,0.1,58.0,51.6,7.7,1
9,1011.2,30.5,28.1,26.6,88,85,1.3,32.0,7.7,0.0,0
9,1012.0,32.5,29.1,26.9,79,32,10.7,9.0,0.0,0.3,0
9,1006.8,32.2,29.9,27.4,77,35,6.0,12.0,0.3,0.0,0
9,1004.0,33.0,29.2,26.7,66,63,9.1,26.0,0.0,0.0,0
9,1005.3,29.9,27.2,25.7,66,71,2.6,22.0,0.0,0.0,0
9,1007.1,29.6,27.2,25.2,68,64,7.0,14.0,0.0,0.0,0
9,1008.6,30.1,27.5,25.6,72,47,5.0,9.0,0.0,0.0,0
9,1011.0,29.9,28.1,26.4,76,69,4.0,5.0,0.0,0.0,0
9,1012.1,31.2,28.5,26.8,76,53,3.5,7.0,0.0,0.7,0
9,1012.5,31.4,28.4,27.2,77,61,4.2,7.0,0.7,0.0,0
9,1013.0,31.7,28.7,27.0,77,30,10.7,8.0,0.0,0.0,0
9,1012.2,32.8,29.1,26.7,75,28,10.3,5.0,0.0,0.0,0
9,1011.4,32.4,29.3,27.2,73,29,9.2,8.0,0.0,11.4,1
9,1011.1,33.6,29.6,27.1,78,43,6.9,11.0,11.4,26.7,1
10,1012.2,31.4,28.1,25.2,83,79,8.8,23.0,26.7,0.0,0
10,1010.5,30.8,28.5,26.6,79,66,4.7,11.0,0.0,23.7,1
10,1009.4,30.0,27.5,25.2,86,75,4.2,13.0,23.7,2.6,1
10,1010.9,28.9,26.5,24.9,84,78,2.0,21.0,2.6,0.1,0
10,1012.9,30.7,27.1,25.4,73,47,9.2,23.0,0.1,0.0,0
10,1015.1,29.8,26.8,24.5,64,48,10.6,30.0,0.0,0.0,0
10,1014.6,28.9,26.3,24.4,64,26,10.3,29.0,0.0,0.0,0
10,1012.9,29.1,26.0,23.9,63,30,10.3,21.0,0.0,0.0,0
10,1010.8,29.2,26.5,25.0,63,55,5.3,12.0,0.0,0.0,0
10,1010.1,30.3,27.1,24.2,59,43,6.8,18.0,0.0,0.0,0
10,1010.9,31.4,27.9,25.1,59,26,10.1,15.0,0.0,0.0,0
10,1013.5,30.9,27.6,25.0,56,15,10.5,20.0,0.0,0.0,0
10,1016.2,29.9,26.3,23.8,54,29,9.4,28.0,0.0,0.0,0
10,1017.6,28.7,25.5,23.0,60,49,8.0,24.0,0.0,0.0,0
10,1017.3,28.4,25.3,22.8,68,36,9.7,22.0,0.0,0.0,0
10,1017.9,27.6,25.4,23.9,67,41,8.8,34.0,0.0,0.0,0
10,1017.5,28.0,25.0,23.4,66,26,10.0,33.0,0.0,0.0,0
10,1016.3,28.3,25.4,23.1,70,33,10.4,30.0,0.0,0.0,0
10,1015.8,28.5,25.8,24.5,74,46,7.0,29.0,0.0,0.0,0
10,1015.0,29.4,26.5,25.0,77,50,8.3,20.0,0.0,0.0,0
10,1015.2,30.4,27.3,24.6,70,61,6.7,5.0,0.0,56.4,1
10,1015.2,30.6,27.3,23.4,69,58,8.1,21.0,56.4,0.2,0
10,1016.2,25.7,24.8,23.9,81,86,0.0,34.0,0.2,0.0,0
10,1016.3,26.0,24.8,24.2,78,81,1.1,29.0,0.0,0.0,0
10,1016.6,26.0,25.0,24.1,79,80,1.3,27.0,0.0,0.1,0
10,1016.8,28.3,25.8,24.4,79,88,4.0,20.0,0.1,0.0,0
10,1016.4,28.7,26.1,24.4,77,60,8.2,28.0,0.0,0.0,0
10,1016.8,26.8,25.1,23.7,70,71,6.7,48.0,0.0,0.0,0
10,1017.0,27.7,25.2,23.9,75,72,7.5,33.0,0.0,0.0,0
10,1015.8,27.5,25.5,24.5,79,55,7.3,28.0,0.0,0.0,0
10,1014.1,28.1,25.6,24.3,79,54,7.6,16.0,0.0,0.0,0
11,1013.0,28.6,25.6,23.9,79,19,10.1,6.0,0.0,0.0,0
11,1015.2,27.4,25.3,22.9,71,56,5.6,31.0,0.0,0.0,0
11,1017.4,22.9,21.7,21.0,67,88,0.0,27.0,0.0,0.0,0
11,1017.5,23.5,22.8,21.9,75,88,0.0,26.0,0.0,0.0,0
11,1017.4,25.2,23.9,23.0,77,83,1.3,23.0,0.0,0.1,0
11,1017.0,26.5,24.1,22.7,82,79,3.8,15.0,0.1,11.8,1
11,1017.1,24.0,22.9,22.1,90,88,0.0,40.0,11.8,18.0,1
11,1017.9,22.1,20.5,19.3,94,88,0.0,33.0,18.0,0.0,0
11,1018.3,23.9,22.2,20.2,81,84,2.6,26.0,0.0,0.0,0
11,1017.3,24.7,23.3,22.6,79,64,6.0,30.0,0.0,0.0,0
11,1016.6,25.0,23.6,22.8,81,86,1.3,24.0,0.0,0.0,0
11,1017.4,24.3,22.6,20.0,81,88,0.7,22.0,0.0,0.0,0
11,1020.2,21.3,19.8,18.6,78,88,0.1,29.0,0.0,0.0,0
11,1019.9,23.0,20.9,18.9,75,72,3.4,27.0,0.0,0.4,0
11,1019.7,24.1,21.9,20.0,74,28,10.1,36.0,0.4,0.0,0
11,1017.8,25.8,22.6,20.3,73,24,9.8,15.0,0.0,0.0,0
11,1019.3,24.3,21.1,19.2,65,19,9.8,31.0,0.0,0.0,0
11,1021.5,23.5,20.7,18.1,65,59,7.8,27.0,0.0,0.0,0
11,1020.7,23.7,21.2,19.1,69,45,7.6,26.0,0.0,0.0,0
11,1018.4,23.4,21.5,20.2,73,40,9.7,30.0,0.0,0.0,0
11,1017.0,24.5,22.1,20.5,75,45,9.8,23.0,0.0,0.0,0
11,1016.5,24.6,22.4,20.7,80,40,9.8,23.0,0.0,0.0,0
11,1016.8,24.9,22.8,21.8,80,43,7.0,27.0,0.0,0.0,0
11,1015.4,25.7,23.4,21.6,77,38,7.2,19.0,0.0,0.0,0
11,1013.4,26.9,24.0,21.9,80,37,9.0,7.0,0.0,0.0,0
11,1013.6,24.8,23.4,22.5,80,73,4.7,21.0,0.0,0.4,0
11,1015.2,23.0,22.2,21.4,83,89,0.1,30.0,0.4,0.0,0
11,1014.7,25.0,23.3,21.9,83,81,2.8,21.0,0.0,0.2,0
11,1013.4,24.2,23.5,23.1,87,88,0.1,26.0,0.2,0.2,0
11,1012.9,26.0,24.0,22.9,91,86,1.2,18.0,0.2,3.1,1
12,1016.3,23.9,19.7,15.5,78,88,0.0,37.0,3.1,4.5,1
12,1019.5,17.6,16.4,14.5,86,88,0.0,35.0,4.5,1.7,1
12,1017.4,19.3,18.3,16.7,86,88,0.0,35.0,1.7,5.4,1
12,1020.9,18.7,14.8,13.5,80,94,0.0,42.0,5.4,0.5,0
12,1022.3,16.8,15.1,12.9,65,83,0.5,26.0,0.5,0.0,0
12,1020.1,18.8,17.6,15.9,69,85,2.3,39.0,0.0,0.1,0
12,1019.3,18.7,17.8,17.0,68,88,0.0,34.0,0.1,0.1,0
12,1020.5,20.7,18.3,15.7,70,73,5.3,30.0,0.1,0.0,0
12,1021.5,20.8,19.4,17.6,70,51,9.3,38.0,0.0,2.1,1
12,1019.5,21.0,19.6,17.9,78,88,0.0,21.0,2.1,0.0,0
12,1019.6,21.5,19.5,17.7,62,89,0.5,25.0,0.0,0.0,0
12,1024.2,17.7,15.5,14.4,53,85,1.7,39.0,0.0,0.0,0
12,1025.6,17.6,14.6,12.1,52,41,9.5,25.0,0.0,0.0,0
12,1023.5,18.9,16.0,13.3,62,29,9.5,25.0,0.0,0.0,0
12,1020.9,20.1,18.6,17.0,66,84,0.1,22.0,0.0,0.0,0
12,1024.6,19.0,16.8,13.9,46,43,8.5,44.0,0.0,0.0,0
12,1027.1,15.2,13.3,10.8,29,21,9.3,39.0,0.0,0.1,0
12,1026.4,15.8,14.0,11.9,47,80,0.3,27.0,0.1,14.3,1
12,1024.0,14.7,13.0,10.7,84,90,0.0,29.0,14.3,0.2,0
12,1020.8,17.7,14.7,10.8,66,39,9.3,26.0,0.2,0.0,0
12,1023.2,18.8,16.3,13.5,57,33,8.1,36.0,0.0,0.0,0
12,1024.3,15.5,13.6,10.9,52,44,9.1,31.0,0.0,0.0,0
12,1021.7,16.3,15.4,14.5,67,90,0.1,25.0,0.0,0.0,0
12,1021.4,21.4,18.7,15.8,73,88,1.2,17.0,0.0,6.7,1
12,1020.8,19.1,16.9,15.3,78,94,0.0,39.0,6.7,2.2,1
12,1020.7,17.0,16.2,15.0,88,100,0.0,42.0,2.2,0.5,0
12,1021.6,17.7,16.6,15.3,82,95,0.0,30.0,0.5,3.2,1
12,1022.6,16.1,14.5,12.3,83,72,2.3,26.0,3.2,0.0,0
12,1020.6,17.9,14.0,11.0,61,10,9.4,21.0,0.0,0.0,0
12,1019.8,18.4,14.9,12.8,65,9,9.5,14.0,0.0,0.0,0
12,1021.7,20.4,16.4,13.2,67,19,9.5,10.0,0.0,0.0,0
1,1024.5,19.2,16.0,13.7,61,16,9.5,24.0,0.0,0.0,0
1,1025.0,17.1,15.2,13.1,71,21,9.5,32.0,0.0,0.0,0
1,1022.3,17.9,15.5,13.2,65,2,9.6,30.0,0.0,0.0,0
1,1017.0,19.6,17.3,15.2,78,56,7.8,22.0,0.0,0.0,0
1,1014.5,20.7,19.0,18.1,81,88,0.6,18.0,0.0,0.0,0
1,1014.8,23.9,20.2,18.2,84,49,7.8,9.0,0.0,0.1,0
1,1019.7,19.2,18.1,16.2,79,70,0.0,21.0,0.1,0.0,0
1,1025.1,18.0,15.7,13.6,68,32,8.9,26.0,0.0,0.0,0
1,1025.0,17.5,15.5,14.1,70,34,8.4,25.0,0.0,0.0,0
1,1023.4,19.2,16.3,13.9,67,23,9.5,26.0,0.0,0.0,0
1,1022.3,19.6,16.9,14.9,66,79,3.1,28.0,0.0,14.9,1
1,1021.5,17.1,14.1,12.0,83,89,0.0,38.0,14.9,25.8,1
1,1020.9,13.9,12.6,11.7,91,82,0.1,23.0,25.8,0.0,0
1,1022.0,17.5,13.7,10.3,65,13,9.8,31.0,0.0,0.0,0
1,1022.7,17.6,14.5,11.4,66,20,9.8,21.0,0.0,0.0,0
1,1022.4,20.2,16.7,14.5,68,29,9.4,16.0,0.0,0.0,0
1,1024.1,17.7,15.7,13.5,65,14,9.6,30.0,0.0,0.0,0
1,1023.7,19.2,16.2,13.9,63,28,9.0,24.0,0.0,0.0,0
1,1022.4,19.3,15.8,13.0,54,15,8.8,26.0,0.0,0.0,0
1,1021.3,18.5,15.9,14.2,67,45,6.8,25.0,0.0,0.0,0
1,1020.9,20.4,17.2,14.2,70,37,5.6,6.0,0.0,0.0,0
1,1021.5,20.7,17.4,15.3,48,14,9.9,16.0,0.0,0.0,0
1,1020.6,19.3,16.3,14.4,68,31,9.9,23.0,0.0,0.9,0
1,1019.1,18.5,17.0,15.8,76,85,1.5,31.0,0.9,0.0,0
1,1018.9,19.7,18.2,16.6,79,81,1.5,19.0,0.0,0.0,0
1,1018.5,21.5,18.6,16.6,82,51,8.8,16.0,0.0,0.0,0
1,1017.9,19.8,18.3,17.2,82,71,4.4,25.0,0.0,0.0,0
1,1018.8,18.5,16.9,16.1,77,75,5.2,42.0,0.0,0.0,0
1,1019.6,19.5,16.8,14.9,78,23,10.0,23.0,0.0,0.0,0
1,1021.9,19.6,16.8,15.5,79,49,3.8,15.0,0.0,0.0,0
1,1025.6,16.5,15.5,14.7,81,83,0.2,29.0,0.0,0.0,0
2,1026.3,17.2,15.3,14.2,78,83,0.7,31.0,0.0,0.0,0
2,1025.4,19.1,16.3,14.7,77,53,8.6,29.0,0.0,0.0,0
2,1024.6,19.8,17.1,15.5,80,58,8.8,23.0,0.0,0.0,0
2,1023.5,17.9,16.2,14.2,80,80,0.3,19.0,0.0,0.0,0
2,1024.9,16.5,14.0,12.5,62,84,3.0,29.0,0.0,0.3,0
2,1024.5,15.7,13.4,11.0,70,88,1.4,21.0,0.3,0.0,0
2,1021.7,18.4,16.0,14.4,72,81,3.5,19.0,0.0,0.0,0
2,1023.2,19.5,16.2,13.9,51,67,8.9,27.0,0.0,0.0,0
2,1025.2,17.2,14.9,13.7,68,34,9.2,32.0,0.0,0.0,0
2,1022.2,17.1,14.5,12.8,70,26,9.1,23.0,0.0,0.0,0
2,1018.7,18.0,16.0,13.6,70,67,4.5,10.0,0.0,0.0,0
2,1018.2,21.4,17.3,14.6,59,49,9.7,12.0,0.0,0.0,0
2,1018.3,21.5,17.5,14.4,53,49,10.3,20.0,0.0,0.0,0
2,1016.9,20.5,18.5,16.8,53,62,4.9,27.0,0.0,3.3,1
2,1016.2,19.8,18.9,18.1,85,88,0.0,16.0,3.3,0.0,0
2,1016.5,21.6,19.7,17.8,90,68,1.6,4.0,0.0,0.0,0
2,1016.7,21.6,19.2,18.2,86,79,4.2,13.0,0.0,0.0,0
2,1019.1,19.4,18.1,17.1,79,86,1.4,29.0,0.0,0.0,0
2,1020.3,17.9,17.2,16.4,78,88,0.3,39.0,0.0,0.0,0
2,1018.3,19.1,17.5,15.9,84,88,0.3,31.0,0.0,0.2,0
2,1015.5,21.0,19.3,17.6,90,86,0.0,13.0,0.2,15.6,1
2,1016.1,22.0,20.3,18.9,93,90,0.2,13.0,15.6,10.2,1
2,1015.5,19.1,18.6,17.9,95,93,0.4,21.0,10.2,0.0,0
2,1014.8,19.6,18.6,17.8,94,88,0.2,19.0,0.0,0.8,0
2,1014.1,20.5,19.6,18.9,95,88,0.4,18.0,0.8,0.0,0
2,1014.2,23.8,21.4,19.5,91,71,5.4,13.0,0.0,1.2,1
2,1015.8,21.5,19.4,17.9,94,87,0.0,32.0,1.2,0.4,0
2,1017.3,19.5,18.3,17.2,90,89,0.2,27.0,0.4,0.0,0
3,1019.4,20.4,18.9,17.6,74,84,1.2,16.0,0.0,0.0,0
3,1016.4,18.2,17.5,17.1,84,92,0.0,32.0,0.0,0.2,0
3,1012.4,22.5,19.3,17.0,87,89,1.4,19.0,0.2,0.2,0
3,1015.1,18.7,17.2,16.3,91,92,0.0,31.0,0.2,4.8,1
3,1016.6,16.6,16.2,15.7,95,98,0.0,35.0,4.8,0.1,0
3,1017.0,17.4,16.9,16.4,94,96,0.0,29.0,0.1,0.2,0
3,1018.0,18.4,17.4,16.6,91,100,0.0,30.0,0.2,0.0,0
3,1017.9,20.3,18.5,16.8,86,91,2.4,24.0,0.0,0.0,0
3,1018.5,25.1,21.1,18.1,82,65,7.7,9.0,0.0,0.0,0
3,1022.1,19.4,17.7,16.1,73,75,4.1,45.0,0.0,0.3,0
3,1021.9,17.6,16.2,15.5,81,92,0.1,34.0,0.3,3.7,1
3,1020.6,16.5,15.7,14.8,89,92,0.0,22.0,3.7,0.0,0
3,1019.1,18.3,17.2,15.8,76,92,0.0,29.0,0.0,0.0,0
3,1018.4,20.3,19.4,18.0,83,91,0.0,22.0,0.0,0.0,0
3,1016.5,22.5,20.9,19.6,93,92,0.2,16.0,0.0,0.0,0
3,1015.7,23.7,21.8,20.4,93,91,0.8,13.0,0.0,0.0,0
3,1013.0,24.6,22.1,20.7,92,86,1.5,14.0,0.0,0.0,0
3,1011.6,26.0,23.0,21.0,91,86,0.8,8.0,0.0,0.0,0
3,1013.1,26.4,24.0,22.3,89,68,5.1,9.0,0.0,0.0,0
3,1015.3,28.3,24.0,22.1,86,39,8.1,7.0,0.0,0.0,0
3,1016.7,25.5,22.9,21.0,85,65,7.5,7.0,0.0,0.1,0
3,1017.9,22.3,21.0,19.9,81,85,0.0,32.0,0.1,0.0,0
3,1018.9,24.5,20.9,19.2,64,80,2.6,36.0,0.0,0.0,0
3,1022.5,22.3,19.8,18.4,75,86,5.4,41.0,0.0,0.0,0
3,1024.2,19.1,18.2,17.7,76,83,0.0,39.0,0.0,4.2,1
3,1024.2,20.5,18.8,17.4,80,88,0.0,27.0,4.2,14.6,1
3,1021.6,23.7,20.3,17.9,88,86,2.4,10.0,14.6,0.0,0
3,1018.4,24.8,21.4,19.7,81,46,6.5,14.0,0.0,0.0,0
3,1016.2,26.7,22.4,20.1,80,68,6.7,12.0,0.0,0.0,0
3,1014.9,25.2,22.8,21.5,87,84,3.8,14.0,0.0,0.0,0
3,1013.9,25.6,23.3,21.9,90,83,1.6,9.0,0.0,0.0,0
4,1012.2,27.2,24.4,22.7,87,80,1.5,10.0,0.0,0.0,0
4,1008.5,28.5,25.6,23.6,84,80,2.1,22.0,0.0,0.0,0
4,1007.6,26.9,25.9,25.0,84,82,0.5,21.0,0.0,0.0,0
4,1009.8,29.4,26.5,25.0,83,74,2.1,16.0,0.0,0.0,0
4,1011.3,30.6,26.0,24.0,80,38,10.4,10.0,0.0,0.0,0
4,1011.4,29.8,26.5,23.8,80,32,11.1,8.0,0.0,0.1,0
4,1013.7,27.1,24.9,22.0,83,81,4.6,25.0,0.1,10.0,1
4,1018.3,22.1,18.9,16.4,77,92,0.0,29.0,10.0,1.3,1
4,1017.8,19.4,18.0,15.9,89,94,0.0,26.0,1.3,0.7,0
4,1017.9,20.0,18.2,16.6,87,90,0.0,19.0,0.7,52.0,1
4,1019.1,17.9,17.1,16.4,97,100,0.0,26.0,52.0,0.2,0
4,1019.6,22.4,19.3,16.5,81,71,3.1,9.0,0.2,0.0,0
4,1018.7,27.2,22.4,18.6,57,9,11.1,12.0,0.0,0.0,0
4,1018.7,26.6,21.5,18.1,44,9,11.3,18.0,0.0,0.0,0
4,1016.1,27.5,22.1,18.4,56,15,11.5,7.0,0.0,0.0,0
4,1015.0,26.1,22.7,19.6,69,25,11.1,11.0,0.0,0.0,0
4,1012.4,27.4,23.7,20.7,75,52,11.2,11.0,0.0,0.0,0
4,1010.1,27.2,25.3,23.2,86,88,1.7,22.0,0.0,0.0,0
4,1008.6,27.5,26.6,25.8,83,88,0.2,25.0,0.0,0.2,0
4,1008.0,28.6,26.3,23.0,84,88,1.1,20.0,0.2,0.0,0
4,1012.7,25.7,23.7,22.5,75,81,0.4,20.0,0.0,0.0,0
4,1017.1,26.7,23.3,21.7,75,81,4.6,31.0,0.0,0.0,0
4,1018.4,23.6,22.6,22.1,66,88,0.0,29.0,0.0,0.0,0
4,1017.6,29.0,24.4,21.6,70,48,8.7,15.0,0.0,0.0,0
4,1017.1,27.2,23.9,22.2,77,52,4.6,20.0,0.0,0.0,0
4,1016.9,27.9,24.1,22.2,76,59,9.1,20.0,0.0,0.0,0
4,1014.3,30.3,24.8,21.8,79,27,10.6,13.0,0.0,0.0,0
4,1011.7,28.9,25.4,23.1,79,58,6.7,10.0,0.0,0.0,0
4,1011.1,30.1,26.6,24.3,80,66,9.8,16.0,0.0,0.0,0
4,1011.0,31.9,27.5,24.9,78,41,10.1,12.0,0.0,0.5,0
5,1010.3,30.8,27.2,25.4,81,76,5.0,15.0,0.5,0.0,0
5,1009.5,29.8,27.6,26.4,79,79,2.5,22.0,0.0,0.0,0
5,1009.7,30.4,28.2,27.0,79,81,5.2,19.0,0.0,0.0,0
5,1010.1,30.7,28.1,26.9,79,83,5.5,19.0,0.0,3.9,1
5,1008.9,30.5,27.3,24.3,82,86,1.6,22.0,3.9,0.6,0
5,1008.5,28.9,26.8,24.2,87,85,1.3,19.0,0.6,0.3,0
5,1009.7,30.6,28.0,26.5,83,81,3.0,15.0,0.3,0.0,0
5,1008.7,30.2,28.2,27.1,80,84,1.4,22.0,0.0,7.3,1
5,1008.5,30.5,27.3,24.2,83,81,2.1,21.0,7.3,20.1,1
5,1009.7,28.8,26.3,24.3,90,84,1.1,14.0,20.1,51.0,1
5,1010.3,29.4,25.6,23.3,91,85,1.9,19.0,51.0,0.0,0
5,1012.2,29.5,25.7,22.6,75,78,7.6,16.0,0.0,0.0,0
5,1012.2,28.4,26.4,25.2,84,85,4.0,19.0,0.0,0.0,0
5,1012.1,31.9,28.5,26.4,78,70,8.4,12.0,0.0,0.0,0
5,1011.4,32.6,29.1,27.1,78,73,6.0,13.0,0.0,18.4,1
5,1009.9,28.6,26.7,24.6,88,86,0.5,13.0,18.4,5.7,1
5,1008.3,29.6,26.4,24.5,87,86,1.4,17.0,5.7,0.9,0
5,1007.9,29.3,28.2,26.1,82,88,0.8,23.0,0.9,1.2,1
5,1006.9,29.3,28.6,27.6,83,88,0.4,32.0,1.2,107.7,1
5,1006.2,30.0,27.9,25.2,88,90,0.3,34.0,107.7,12.6,1
5,1008.4,25.3,24.2,23.1,92,93,0.0,41.0,12.6,0.7,0
5,1008.8,24.3,23.6,22.9,92,88,0.0,30.0,0.7,169.4,1
5,1006.2,27.4,24.8,23.9,97,96,0.0,18.0,169.4,8.2,1
5,1005.8,29.0,26.6,24.6,94,88,0.6,6.0,8.2,29.4,1
5,1006.6,32.5,28.4,25.4,86,78,5.9,8.0,29.4,64.6,1
5,1008.3,28.7,26.9,24.6,95,89,0.0,11.0,64.6,0.2,0
5,1007.0,31.0,29.2,27.8,84,86,3.3,24.0,0.2,1.4,1
5,1005.3,31.9,30.0,28.3,81,86,8.3,27.0,1.4,0.0,0
5,1006.5,32.5,30.3,29.1,79,83,4.8,23.0,0.0,7.0,1
5,1007.5,32.5,29.6,26.1,81,79,8.0,24.0,7.0,1.9,1
5,1007.3,31.5,29.3,26.7,83,86,2.6,15.0,1.9,10.6,1
6,1007.9,31.2,29.3,28.4,83,82,0.4,22.0,10.6,5.4,1
6,1009.3,32.5,29.6,26.5,81,81,4.2,22.0,5.4,0.0,0
6,1010.2,33.2,29.9,28.0,76,68,10.6,19.0,0.0,0.0,0
6,1008.9,32.8,29.8,27.9,76,59,11.1,19.0,0.0,0.0,0
6,1007.3,31.4,29.2,27.8,79,77,5.0,24.0,0.0,0.8,0
6,1007.7,32.4,29.5,27.2,78,78,5.9,10.0,0.8,0.0,0
6,1009.0,32.1,29.8,28.1,78,65,5.1,20.0,0.0,1.6,1
6,1008.1,32.2,29.8,27.8,77,73,7.5,20.0,1.6,0.0,0
6,1007.2,31.5,29.9,28.4,77,72,6.2,22.0,0.0,8.1,1
6,1007.3,32.0,29.9,27.3,80,83,3.8,22.0,8.1,0.8,0
6,1008.2,32.7,30.3,27.9,78,79,5.5,22.0,0.8,96.8,1
6,1008.5,31.7,28.8,25.6,85,79,6.7,15.0,96.8,0.4,0
6,1007.9,32.3,29.9,28.5,78,76,4.9,18.0,0.4,1.5,1
6,1008.3,33.0,29.9,27.3,78,77,4.9,18.0,1.5,5.2,1
6,1009.4,34.0,30.2,26.7,77,48,6.6,10.0,5.2,0.0,0
